VM;Powerstate;CPUs;Memory;Primary_IP_Address;Network_1;Cluster;Datacenter;Host;OS_VMwareTools;OS_ConfigFile;GeneratedUniqueID
RZV-BEA-01;poweredOn;2;16384;10.2.2.181;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.181","RZV-BEA-01"]
RZV-BEA-02;poweredOn;2;16384;10.2.2.182;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.182","RZV-BEA-02"]
RZV-BEA-03;poweredOn;2;16384;10.2.2.183;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.183","RZV-BEA-03"]
RZV-BEA-04;poweredOn;2;16384;10.2.2.184;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.184","RZV-BEA-04"]
RZV-BEA-04n;poweredOn;2;16384;10.2.2.224;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.2.224","RZV-BEA-04n"]
RZV-BEA-05;poweredOn;2;16384;10.2.2.185;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.185","RZV-BEA-05"]
RZV-BEA-06;poweredOn;2;16384;10.2.2.186;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.186","RZV-BEA-06"]
RZV-BEA-07;poweredOn;2;16384;10.2.2.187;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.187","RZV-BEA-07"]
RZV-BEA-08;poweredOn;2;16384;10.2.2.188;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.188","RZV-BEA-08"]
RZV-BEA-09;poweredOn;2;16384;10.2.2.189;VLAN-10.2.2.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2019 (64-bit);["10.2.2.189","RZV-BEA-09"]
RZV-BEUAOT-01;poweredOn;1;2048;10.70.2.137;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.70.2.137","RZV-BEUAOT-01"]
RZV-BEUAPT-01;poweredOn;2;4096;10.70.10.1;VLAN-10.70.10.x;CL_BEU;BEU;rz2-esx-51.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.70.10.1","RZV-BEUAPT-01"]
RZV-BEUARC-01;poweredOn;1;2048;10.70.2.135;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-41.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.70.2.135","RZV-BEUARC-01"]
RZV-BEUBAL-01;poweredOn;2;8192;10.70.1.52;VLAN-10.70.1.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.70.1.52","RZV-BEUBAL-01"]
RZV-BEUCON-01;poweredOn;1;2048;10.70.2.134;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.70.2.134","RZV-BEUCON-01"]
RZV-BEUESP-01;poweredOn;2;16384;10.70.2.122;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-41.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.70.2.122","RZV-BEUESP-01"]
RZV-BEUFIL-01;poweredOn;1;512;10.70.2.1;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.70.2.1","RZV-BEUFIL-01"]
RZV-BEUGMS-01;poweredOn;1;512;10.70.2.36;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-41.bev.int;CentOS 4/5/6 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.70.2.36","RZV-BEUGMS-01"]
RZV-BEULTS-01;poweredOn;2;8192;10.70.10.23;VLAN-10.70.10.x;CL_BEU;BEU;rz1-esx-41.bev.int;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.70.10.23","RZV-BEULTS-01"]
RZV-BEUORC-01;poweredOn;2;16384;10.70.1.50;VLAN-10.70.1.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.70.1.50","RZV-BEUORC-01"]
RZV-BEUPVS-01;poweredOn;1;1024;10.70.2.41;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Red Hat Enterprise Linux 5 (32-bit);Red Hat Enterprise Linux 5 (32-bit);["10.70.2.41","RZV-BEUPVS-01"]
RZV-BEUTCP-01;poweredOn;1;2048;10.70.2.130;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.70.2.130","RZV-BEUTCP-01"]
RZV-BEUTES-02;poweredOn;1;1024;10.70.155.52;VLAN-10.70.155.x;CL_BEU;BEU;rz1-esx-51.bev.int;CentOS 6 (64-bit);CentOS 4/5/6 (64-bit);["10.70.155.52","RZV-BEUTES-02"]
RZV-BEUTRD-01;poweredOn;2;4096;192.168.122.1;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["192.168.122.1","RZV-BEUTRD-01"]
RZV-BEUVCB-01;poweredOn;2;8192;10.2.8.151;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.8.151","RZV-BEUVCB-01"]
RZV-BEUVVC-01;poweredOn;3;16384;10.2.9.102;VLAN-10.2.9.x;CL_PU;PU;rz1-esx-32.bev.int;VMware Photon OS (64-bit);VMware Photon OS (64-bit);["10.2.9.102","RZV-BEUVVC-01"]
RZV-BEUWIN-01;poweredOn;2;4096;10.70.10.2;VLAN-10.70.10.x;CL_BEU;BEU;rz2-esx-51.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.70.10.2","RZV-BEUWIN-01"]
RZV-BEUWIN-02;poweredOn;2;4096;10.70.10.102;VLAN-10.70.10.x;CL_BEU;BEU;rz2-esx-51.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.70.10.102","RZV-BEUWIN-02"]
RZV-BEUZWR-01;poweredOn;2;4096;10.70.2.42;VLAN-10.70.2.x;CL_BEU;BEU;rz1-esx-51.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.70.2.42","RZV-BEUZWR-01"]
RZV-BHV-01;poweredOn;2;8192;10.1.34.40;VLAN-10.1.34.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.40","RZV-BHV-01"]
RZV-BHV-02;poweredOn;2;8192;10.1.34.140;VLAN-10.1.34.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.140","RZV-BHV-02"]
rzv-bsqlpu-01;poweredOn;2;16384;10.1.64.66;VLAN-10.1.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.64.66","rzv-bsqlpu-01"]
rzv-bsqltu-01;poweredOn;2;4096;10.75.2.95;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.75.2.95","rzv-bsqltu-01"]
RZV-BTUAPT-01;poweredOn;1;2048;10.75.10.1;VLAN-10.75.10.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.10.1","RZV-BTUAPT-01"]
RZV-BTUAPT-02;poweredOn;4;8192;10.75.10.101;VLAN-10.75.10.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.10.101","RZV-BTUAPT-02"]
RZV-BTUAPT-03;poweredOn;2;4096;10.75.10.3;VLAN-10.75.10.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.10.3","RZV-BTUAPT-03"]
RZV-BTUAPT-04;poweredOn;4;8192;10.75.10.103;VLAN-10.75.10.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.10.103","RZV-BTUAPT-04"]
RZV-BTUBAL-01;poweredOn;4;32768;10.75.1.51;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 4/5 (64-bit);["10.75.1.51","RZV-BTUBAL-01"]
RZV-BTUEKP-01;poweredOn;2;4096;10.75.2.48;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.48","RZV-BTUEKP-01"]
RZV-BTUEKP-02;poweredOn;2;4096;10.75.2.148;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.148","RZV-BTUEKP-02"]
RZV-BTUEKS-01;poweredOn;1;2048;;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;;Red Hat Enterprise Linux 6 (64-bit);["RZV-BTUEKS-01"]
RZV-BTUELA-01;poweredOn;2;12288;10.75.1.42;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.1.42","RZV-BTUELA-01"]
RZV-BTUESD-01;poweredOn;2;4096;10.75.2.47;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.75.2.47","RZV-BTUESD-01"]
RZV-BTUFIL-01;poweredOn;1;2048;10.75.2.10;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.2.10","RZV-BTUFIL-01"]
RZV-BTUGIP-01;poweredOn;1;2048;10.75.2.20;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.20","RZV-BTUGIP-01"]
RZV-BTUGMS-01;poweredOn;1;512;10.75.2.36;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 4/5/6 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.75.2.36","RZV-BTUGMS-01"]
RZV-BTULDP-01;poweredOn;1;2048;10.75.1.31;VLAN-10.75.1.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.1.31","RZV-BTULDP-01"]
RZV-BTULDP-02;poweredOn;1;2048;10.75.1.32;VLAN-10.75.1.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.1.32","RZV-BTULDP-02"]
RZV-BTULFR-01;poweredOn;1;1024;10.75.2.35;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.75.2.35","RZV-BTULFR-01"]
RZV-BTULTS-01;poweredOn;2;8192;10.75.10.23;VLAN-10.75.10.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.10.23","RZV-BTULTS-01"]
RZV-BTUMPR-01;poweredOn;1;4096;10.75.2.49;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.49","RZV-BTUMPR-01"]
RZV-BTUMPR-02;poweredOn;1;4096;10.75.2.50;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.50","RZV-BTUMPR-02"]
RZV-BTUMPR-03;poweredOn;1;4096;10.75.2.52;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.52","RZV-BTUMPR-03"]
RZV-BTUNAV-01;poweredOn;2;4096;10.122.73.40;VLAN-10.122.73.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.122.73.40","RZV-BTUNAV-01"]
RZV-BTUNCLOUD-02;poweredOn;1;2048;10.75.2.54;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.54","RZV-BTUNCLOUD-02"]
RZV-BTUORC-01;poweredOn;4;32768;10.75.1.50;VLAN-10.75.1.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.75.1.50","RZV-BTUORC-01"]
RZV-BTUPGR-01;poweredOn;2;4096;10.75.1.43;VLAN-10.75.1.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.75.1.43","RZV-BTUPGR-01"]
RZV-BTUPTL-01;poweredOn;1;8192;10.75.2.11;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.75.2.11","RZV-BTUPTL-01"]
RZV-BTUPVS-01;poweredOn;1;1024;10.75.2.41;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Red Hat Enterprise Linux 5 (32-bit);Red Hat Enterprise Linux 5 (32-bit);["10.75.2.41","RZV-BTUPVS-01"]
RZV-BTUSAMDB-01;poweredOn;2;32768;10.75.2.96;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.75.2.96","RZV-BTUSAMDB-01"]
RZV-BTUSPI-01;poweredOn;1;8192;10.75.2.31;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.2.31","RZV-BTUSPI-01"]
RZV-BTUSPIDB-01;poweredOn;1;2048;10.75.2.32;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.2.32","RZV-BTUSPIDB-01"]
RZV-BTUSQL-01;poweredOn;2;4096;10.75.2.40;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.2.40","RZV-BTUSQL-01"]
RZV-BTUSQL-02;poweredOn;2;8192;10.75.2.44;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.75.2.44","RZV-BTUSQL-02"]
RZV-BTUTRA-01;poweredOn;2;4096;10.75.1.41;VLAN-10.75.1.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.75.1.41","RZV-BTUTRA-01"]
RZV-BTUWFS-01;poweredOn;2;4096;10.75.2.45;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;CentOS 4/5 (64-bit);CentOS 4/5 (64-bit);["10.75.2.45","RZV-BTUWFS-01"]
RZV-BTUWIN-01;poweredOn;1;2048;10.75.10.2;VLAN-10.75.10.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.75.10.2","RZV-BTUWIN-01"]
RZV-BTUWIN-01N;poweredOn;2;4096;10.75.10.2;Internal;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.10.2","RZV-BTUWIN-01N"]
RZV-BTUWIN-02;poweredOn;2;4096;10.75.10.102;VLAN-10.75.10.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.10.102","RZV-BTUWIN-02"]
RZV-BTUWIN-03;poweredOn;1;4096;10.75.10.4;VLAN-10.75.10.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.75.10.4","RZV-BTUWIN-03"]
RZV-BTUXIG-01N;poweredOn;2;8192;10.6.3.61;VLAN-10.6.3.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.6.3.61","RZV-BTUXIG-01N"]
RZV-BTUXIG-02N;poweredOn;2;8192;10.6.3.62;VLAN-10.6.3.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.6.3.62","RZV-BTUXIG-02N"]
RZV-BTUZDA-01;poweredOn;2;6144;10.75.2.42;VLAN-10.75.2.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.75.2.42","RZV-BTUZDA-01"]
RZV-BTUZDA-02;poweredOn;1;6144;10.75.2.43;VLAN-10.75.2.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.75.2.43","RZV-BTUZDA-02"]
RZV-BTUZWR-01;poweredOn;4;8192;10.6.6.51;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.6.6.51","RZV-BTUZWR-01"]
RZV-CIT-11;poweredOn;2;8192;10.2.7.122;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-25.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.122","RZV-CIT-11"]
RZV-COL-01;poweredOn;1;4096;10.2.3.32;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.32","RZV-COL-01"]
RZV-COM-01;poweredOn;1;2048;10.1.64.21;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.1.64.21","RZV-COM-01"]
RZV-COM-02;poweredOn;1;2048;10.1.64.121;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.1.64.121","RZV-COM-02"]
RZV-COM-03;poweredOn;1;4096;10.1.64.20;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;CentOS 4/5/6/7 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.64.20","RZV-COM-03"]
RZV-COM-04;poweredOn;1;4096;10.1.64.120;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz2-esx-47.bev.int;CentOS 4/5/6/7 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.64.120","RZV-COM-04"]
RZV-CTS-01;poweredOn;5;65536;10.2.7.25;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.25","RZV-CTS-01"]
RZV-CTS-02;poweredOn;5;65536;10.2.7.26;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.26","RZV-CTS-02"]
RZV-CTS-02;poweredOn;4;8192;10.1.64.147;VLAN-10.1.64.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Red Hat Enterprise Linux 7 (64-bit);Red Hat Enterprise Linux 6 (64-bit);["10.1.64.147","RZV-CTS-02"]
RZV-CTS-03;poweredOn;5;65536;10.2.7.27;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.27","RZV-CTS-03"]
RZV-CTS-04;poweredOn;5;65536;10.2.7.28;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.28","RZV-CTS-04"]
RZV-CTS-05;poweredOn;5;65536;10.2.7.29;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.29","RZV-CTS-05"]
RZV-CTS-06;poweredOn;5;65536;10.2.7.30;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.30","RZV-CTS-06"]
RZV-CTS-07;poweredOn;5;65536;10.2.7.31;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.31","RZV-CTS-07"]
RZV-CTS-08;poweredOn;5;65536;10.2.7.32;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-27.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.32","RZV-CTS-08"]
RZV-CTS-09;poweredOn;5;65536;10.2.7.33;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.33","RZV-CTS-09"]
RZV-CTS-10;poweredOn;5;65536;10.2.7.34;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.34","RZV-CTS-10"]
RZV-CTS-11;poweredOn;5;65536;10.2.7.35;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.35","RZV-CTS-11"]
RZV-CTS-12;poweredOn;5;65536;10.2.7.36;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.36","RZV-CTS-12"]
RZV-CTS-13;poweredOn;5;65536;10.2.7.37;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.37","RZV-CTS-13"]
RZV-CTS-14;poweredOn;5;65536;10.2.7.38;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.38","RZV-CTS-14"]
RZV-CTS-15;poweredOn;5;65536;10.2.7.39;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.39","RZV-CTS-15"]
RZV-CTS-16;poweredOn;5;65536;10.2.7.40;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-29.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.40","RZV-CTS-16"]
RZV-CTS-17;poweredOn;5;65536;10.2.7.41;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.41","RZV-CTS-17"]
RZV-CTS-18;poweredOn;5;65536;10.2.7.42;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.42","RZV-CTS-18"]
RZV-CTS-19;poweredOn;5;65536;10.2.7.43;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.43","RZV-CTS-19"]
RZV-CTS-20;poweredOn;5;65536;10.2.7.44;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-30.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.44","RZV-CTS-20"]
RZV-CTS-21;poweredOn;5;65536;10.2.7.45;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.45","RZV-CTS-21"]
RZV-CTS-22;poweredOn;5;65536;10.2.7.46;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.46","RZV-CTS-22"]
RZV-CTS-23;poweredOn;5;65536;10.2.7.47;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.47","RZV-CTS-23"]
RZV-CTS-24;poweredOn;5;65536;10.2.7.48;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.48","RZV-CTS-24"]
